segment_name,confidence_assessment,mediapipe_mouth_openness_mean,mediapipe_mouth_openness_variance,mediapipe_eyebrow_height_mean,mediapipe_eyebrow_height_variance,mediapipe_frames_analyzed,deepface_most_frequent_emotion,deepface_emotion_distribution_%,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_neutral,deepface_sad,deepface_surprise
Cd0JH1AreDw_seg028,3.0,0.00869,5e-05,0.04495,2e-05,31.0,neutral,"{'sad': 32.3, 'neutral': 38.7, 'happy': 19.4, 'fear': 9.7}",0.0,0.0,9.7,19.4,38.7,32.3,0.0
Cd0JH1AreDw_seg029,3.0,0.01123,7e-05,0.04661,2e-05,32.0,neutral,"{'sad': 37.5, 'neutral': 46.9, 'angry': 9.4, 'happy': 3.1, 'fear': 3.1}",9.4,0.0,3.1,3.1,46.9,37.5,0.0
D9Ihs241zeg_seg000,2.0,0.00811,4e-05,0.02994,5e-05,32.0,sad,"{'fear': 15.6, 'sad': 31.2, 'neutral': 31.2, 'happy': 18.8, 'angry': 3.1}",3.1,0.0,15.6,18.8,31.2,31.2,0.0
D9Ihs241zeg_seg001,3.0,0.01251,9e-05,0.03137,4e-05,32.0,neutral,"{'neutral': 46.9, 'happy': 15.6, 'fear': 21.9, 'angry': 9.4, 'sad': 6.2}",9.4,0.0,21.9,15.6,46.9,6.2,0.0
D9Ihs241zeg_seg002,4.0,0.01608,9e-05,0.03295,4e-05,32.0,angry,"{'sad': 34.4, 'fear': 9.4, 'angry': 40.6, 'neutral': 9.4, 'happy': 6.2}",40.6,0.0,9.4,6.2,9.4,34.4,0.0
D9Ihs241zeg_seg003,3.0,0.01869,0.0001,0.0336,3e-05,33.0,neutral,"{'neutral': 81.8, 'angry': 9.1, 'fear': 6.1, 'happy': 3.0}",9.1,0.0,6.1,3.0,81.8,0.0,0.0
D9Ihs241zeg_seg004,3.0,0.01452,8e-05,0.03521,3e-05,31.0,neutral,"{'neutral': 41.9, 'fear': 22.6, 'happy': 3.2, 'sad': 19.4, 'angry': 12.9}",12.9,0.0,22.6,3.2,41.9,19.4,0.0
D9Ihs241zeg_seg005,2.0,0.01276,9e-05,0.0313,2e-05,31.0,neutral,"{'neutral': 61.3, 'happy': 12.9, 'angry': 22.6, 'fear': 3.2}",22.6,0.0,3.2,12.9,61.3,0.0,0.0
D9Ihs241zeg_seg006,2.0,0.00945,7e-05,0.02544,6e-05,31.0,neutral,"{'neutral': 58.1, 'fear': 16.1, 'happy': 16.1, 'sad': 3.2, 'angry': 6.5}",6.5,0.0,16.1,16.1,58.1,3.2,0.0
D9Ihs241zeg_seg007,3.0,0.01238,7e-05,0.02915,3e-05,32.0,neutral,"{'neutral': 56.2, 'fear': 21.9, 'sad': 6.2, 'angry': 6.2, 'happy': 9.4}",6.2,0.0,21.9,9.4,56.2,6.2,0.0
D9Ihs241zeg_seg008,4.0,0.01515,0.0001,0.03315,4e-05,31.0,neutral,"{'happy': 16.1, 'neutral': 29.0, 'angry': 6.5, 'fear': 25.8, 'sad': 22.6}",6.5,0.0,25.8,16.1,29.0,22.6,0.0
D9Ihs241zeg_seg009,3.0,0.01349,0.0001,0.03186,4e-05,31.0,neutral,"{'neutral': 48.4, 'happy': 35.5, 'angry': 6.5, 'sad': 3.2, 'fear': 6.5}",6.5,0.0,6.5,35.5,48.4,3.2,0.0
D9Ihs241zeg_seg010,4.0,0.00817,5e-05,0.0253,2e-05,33.0,sad,"{'fear': 18.2, 'happy': 9.1, 'neutral': 27.3, 'sad': 45.5}",0.0,0.0,18.2,9.1,27.3,45.5,0.0
D9Ihs241zeg_seg011,3.0,0.01045,8e-05,0.0288,5e-05,31.0,fear,"{'neutral': 29.0, 'sad': 12.9, 'fear': 38.7, 'angry': 12.9, 'happy': 6.5}",12.9,0.0,38.7,6.5,29.0,12.9,0.0
D9Ihs241zeg_seg012,3.0,0.01205,6e-05,0.03163,4e-05,31.0,neutral,"{'neutral': 48.4, 'angry': 19.4, 'happy': 16.1, 'sad': 3.2, 'fear': 12.9}",19.4,0.0,12.9,16.1,48.4,3.2,0.0
D9Ihs241zeg_seg013,3.0,0.01876,0.00015,0.03674,3e-05,31.0,angry,"{'neutral': 25.8, 'fear': 3.2, 'angry': 58.1, 'sad': 3.2, 'happy': 9.7}",58.1,0.0,3.2,9.7,25.8,3.2,0.0
D9Ihs241zeg_seg014,2.0,0.01041,6e-05,0.02634,4e-05,32.0,neutral,"{'neutral': 43.8, 'fear': 6.2, 'happy': 3.1, 'angry': 12.5, 'sad': 34.4}",12.5,0.0,6.2,3.1,43.8,34.4,0.0
D9Ihs241zeg_seg015,2.0,0.00387,1e-05,0.01766,0.0,31.0,neutral,"{'sad': 35.5, 'neutral': 51.6, 'happy': 12.9}",0.0,0.0,0.0,12.9,51.6,35.5,0.0
D9Ihs241zeg_seg016,3.0,0.01439,9e-05,0.03171,4e-05,32.0,neutral,"{'neutral': 56.2, 'happy': 18.8, 'angry': 18.8, 'sad': 6.2}",18.8,0.0,0.0,18.8,56.2,6.2,0.0
D9Ihs241zeg_seg017,3.0,0.01444,8e-05,0.03294,3e-05,33.0,neutral,"{'happy': 27.3, 'neutral': 30.3, 'fear': 24.2, 'angry': 12.1, 'sad': 6.1}",12.1,0.0,24.2,27.3,30.3,6.1,0.0
D9Ihs241zeg_seg018,3.0,0.00704,3e-05,0.02177,3e-05,31.0,neutral,"{'sad': 6.5, 'fear': 19.4, 'angry': 3.2, 'neutral': 51.6, 'happy': 19.4}",3.2,0.0,19.4,19.4,51.6,6.5,0.0
D9Ihs241zeg_seg019,4.0,0.01705,0.00015,0.0297,7e-05,40.0,neutral,"{'happy': 25.0, 'neutral': 60.0, 'angry': 7.5, 'fear': 5.0, 'sad': 2.5}",7.5,0.0,5.0,25.0,60.0,2.5,0.0
D9Ihs241zeg_seg020,4.0,0.01809,9e-05,0.03311,4e-05,30.0,fear,"{'happy': 13.3, 'neutral': 20.0, 'fear': 50.0, 'angry': 13.3, 'surprise': 3.3}",13.3,0.0,50.0,13.3,20.0,0.0,3.3
D9Ihs241zeg_seg021,3.0,0.01416,8e-05,0.03285,3e-05,32.0,fear,"{'fear': 68.8, 'happy': 28.1, 'neutral': 3.1}",0.0,0.0,68.8,28.1,3.1,0.0,0.0
D9Ihs241zeg_seg022,4.0,0.01061,5e-05,0.02598,4e-05,32.0,fear,"{'fear': 78.1, 'sad': 6.2, 'neutral': 9.4, 'surprise': 3.1, 'happy': 3.1}",0.0,0.0,78.1,3.1,9.4,6.2,3.1
D9Ihs241zeg_seg023,3.0,0.0093,4e-05,0.02338,1e-05,32.0,fear,"{'fear': 62.5, 'neutral': 3.1, 'sad': 18.8, 'angry': 15.6}",15.6,0.0,62.5,0.0,3.1,18.8,0.0
D9Ihs241zeg_seg024,4.0,0.00852,3e-05,0.02202,1e-05,32.0,fear,"{'angry': 6.2, 'fear': 84.4, 'neutral': 9.4}",6.2,0.0,84.4,0.0,9.4,0.0,0.0
D9Ihs241zeg_seg025,3.0,0.01107,6e-05,0.02706,1e-05,31.0,fear,"{'surprise': 3.2, 'fear': 67.7, 'neutral': 22.6, 'happy': 6.5}",0.0,0.0,67.7,6.5,22.6,0.0,3.2
D9Ihs241zeg_seg026,4.0,0.01767,0.0001,0.0345,4e-05,31.0,happy,"{'neutral': 29.0, 'happy': 35.5, 'sad': 9.7, 'fear': 19.4, 'angry': 6.5}",6.5,0.0,19.4,35.5,29.0,9.7,0.0
D9Ihs241zeg_seg027,3.0,0.01524,8e-05,0.03542,6e-05,31.0,neutral,"{'fear': 9.7, 'neutral': 54.8, 'angry': 6.5, 'sad': 6.5, 'happy': 22.6}",6.5,0.0,9.7,22.6,54.8,6.5,0.0
D9Ihs241zeg_seg028,3.0,0.01022,0.0001,0.02734,0.0001,32.0,neutral,"{'fear': 21.9, 'neutral': 56.2, 'angry': 18.8, 'happy': 3.1}",18.8,0.0,21.9,3.1,56.2,0.0,0.0
D9Ihs241zeg_seg029,3.0,0.01407,7e-05,0.03543,2e-05,31.0,neutral,"{'neutral': 45.2, 'happy': 16.1, 'fear': 22.6, 'angry': 12.9, 'sad': 3.2}",12.9,0.0,22.6,16.1,45.2,3.2,0.0
D9Ihs241zeg_seg030,3.0,0.01347,8e-05,0.033,3e-05,32.0,neutral,"{'neutral': 25.0, 'fear': 25.0, 'sad': 25.0, 'happy': 18.8, 'angry': 6.2}",6.2,0.0,25.0,18.8,25.0,25.0,0.0
D9Ihs241zeg_seg031,4.0,0.01547,9e-05,0.0346,5e-05,33.0,neutral,"{'happy': 6.1, 'neutral': 60.6, 'fear': 12.1, 'sad': 21.2}",0.0,0.0,12.1,6.1,60.6,21.2,0.0
eZj5n8ScTkI_seg000,3.0,0.01768,0.00013,0.03969,3e-05,25.0,sad,"{'happy': 12.0, 'sad': 36.0, 'fear': 8.0, 'angry': 24.0, 'neutral': 20.0}",24.0,0.0,8.0,12.0,20.0,36.0,0.0
eZj5n8ScTkI_seg001,3.0,0.01039,5e-05,0.02284,1e-05,25.0,neutral,"{'neutral': 48.0, 'sad': 20.0, 'happy': 8.0, 'fear': 4.0, 'angry': 20.0}",20.0,0.0,4.0,8.0,48.0,20.0,0.0
eZj5n8ScTkI_seg002,2.0,0.01293,0.00015,0.02892,0.00013,25.0,sad,"{'angry': 32.0, 'happy': 12.0, 'neutral': 12.0, 'sad': 44.0}",32.0,0.0,0.0,12.0,12.0,44.0,0.0
eZj5n8ScTkI_seg003,3.0,0.01164,5e-05,0.02324,1e-05,26.0,angry,"{'neutral': 26.9, 'happy': 11.5, 'angry': 42.3, 'fear': 7.7, 'sad': 7.7, 'surprise': 3.8}",42.3,0.0,7.7,11.5,26.9,7.7,3.8
eZj5n8ScTkI_seg004,4.0,0.01653,0.0001,0.0331,6e-05,26.0,neutral,"{'happy': 7.7, 'sad': 34.6, 'neutral': 50.0, 'surprise': 3.8, 'angry': 3.8}",3.8,0.0,0.0,7.7,50.0,34.6,3.8
eZj5n8ScTkI_seg005,3.0,0.01517,0.00016,0.03264,3e-05,26.0,sad,"{'neutral': 15.4, 'angry': 11.5, 'sad': 38.5, 'fear': 3.8, 'happy': 30.8}",11.5,0.0,3.8,30.8,15.4,38.5,0.0
eZj5n8ScTkI_seg006,3.0,0.01888,0.00016,0.03075,3e-05,26.0,neutral,"{'sad': 26.9, 'angry': 19.2, 'surprise': 7.7, 'neutral': 42.3, 'happy': 3.8}",19.2,0.0,0.0,3.8,42.3,26.9,7.7
eZj5n8ScTkI_seg008,2.0,0.01749,0.00015,0.02888,5e-05,25.0,sad,"{'neutral': 16.0, 'sad': 28.0, 'happy': 20.0, 'angry': 28.0, 'fear': 4.0, 'surprise': 4.0}",28.0,0.0,4.0,20.0,16.0,28.0,4.0
eZj5n8ScTkI_seg009,3.0,0.01238,5e-05,0.02487,1e-05,25.0,angry,"{'angry': 32.0, 'neutral': 16.0, 'sad': 12.0, 'happy': 32.0, 'fear': 8.0}",32.0,0.0,8.0,32.0,16.0,12.0,0.0
eZj5n8ScTkI_seg010,3.0,0.01046,6e-05,0.02544,1e-05,25.0,angry,"{'sad': 20.0, 'neutral': 16.0, 'happy': 12.0, 'angry': 52.0}",52.0,0.0,0.0,12.0,16.0,20.0,0.0
eZj5n8ScTkI_seg012,2.0,0.01393,0.0001,0.02701,3e-05,26.0,sad,"{'angry': 30.8, 'sad': 46.2, 'neutral': 23.1}",30.8,0.0,0.0,0.0,23.1,46.2,0.0
eZj5n8ScTkI_seg013,3.0,0.02393,0.00024,0.04334,5e-05,25.0,sad,"{'sad': 44.0, 'happy': 12.0, 'neutral': 8.0, 'angry': 8.0, 'disgust': 24.0, 'fear': 4.0}",8.0,24.0,4.0,12.0,8.0,44.0,0.0
eZj5n8ScTkI_seg014,3.0,0.01622,0.00012,0.03372,6e-05,26.0,happy,"{'fear': 7.7, 'sad': 11.5, 'happy': 42.3, 'neutral': 19.2, 'angry': 15.4, 'surprise': 3.8}",15.4,0.0,7.7,42.3,19.2,11.5,3.8
eZj5n8ScTkI_seg015,3.0,0.01368,6e-05,0.02949,1e-05,26.0,fear,"{'neutral': 19.2, 'happy': 15.4, 'sad': 19.2, 'angry': 15.4, 'fear': 30.8}",15.4,0.0,30.8,15.4,19.2,19.2,0.0
eZj5n8ScTkI_seg016,2.0,0.01604,0.00018,0.03655,0.00013,25.0,sad,"{'fear': 12.0, 'sad': 48.0, 'angry': 12.0, 'happy': 8.0, 'neutral': 20.0}",12.0,0.0,12.0,8.0,20.0,48.0,0.0
eZj5n8ScTkI_seg017,3.0,0.01462,7e-05,0.0268,1e-05,25.0,fear,"{'neutral': 24.0, 'happy': 16.0, 'angry': 16.0, 'sad': 16.0, 'fear': 28.0}",16.0,0.0,28.0,16.0,24.0,16.0,0.0
eZj5n8ScTkI_seg018,2.0,0.02153,0.00019,0.04089,5e-05,26.0,sad,"{'happy': 26.9, 'sad': 50.0, 'neutral': 19.2, 'angry': 3.8}",3.8,0.0,0.0,26.9,19.2,50.0,0.0
eZj5n8ScTkI_seg022,3.0,0.01605,0.00014,0.03148,5e-05,26.0,sad,"{'sad': 42.3, 'happy': 19.2, 'neutral': 19.2, 'fear': 3.8, 'angry': 15.4}",15.4,0.0,3.8,19.2,19.2,42.3,0.0
eZj5n8ScTkI_seg023,3.0,0.02376,0.0004,0.03689,8e-05,27.0,angry,"{'angry': 37.0, 'happy': 11.1, 'neutral': 29.6, 'sad': 22.2}",37.0,0.0,0.0,11.1,29.6,22.2,0.0
eZj5n8ScTkI_seg024,4.0,0.02396,0.0002,0.03046,0.00015,26.0,sad,"{'angry': 23.1, 'fear': 3.8, 'neutral': 23.1, 'surprise': 19.2, 'sad': 30.8}",23.1,0.0,3.8,0.0,23.1,30.8,19.2
eZj5n8ScTkI_seg025,3.0,0.01943,0.00027,0.0401,0.00035,25.0,sad,"{'angry': 20.0, 'neutral': 24.0, 'sad': 32.0, 'fear': 16.0, 'happy': 8.0}",20.0,0.0,16.0,8.0,24.0,32.0,0.0
eZj5n8ScTkI_seg026,3.0,0.03643,0.00065,0.06552,0.00029,27.0,sad,"{'sad': 55.6, 'angry': 22.2, 'neutral': 14.8, 'happy': 3.7, 'surprise': 3.7}",22.2,0.0,0.0,3.7,14.8,55.6,3.7
eZj5n8ScTkI_seg027,3.0,0.01431,5e-05,0.02612,7e-05,26.0,angry,"{'neutral': 15.4, 'angry': 50.0, 'fear': 11.5, 'surprise': 7.7, 'sad': 11.5, 'happy': 3.8}",50.0,0.0,11.5,3.8,15.4,11.5,7.7
eZj5n8ScTkI_seg028,2.0,0.04145,0.00083,0.06656,0.00019,26.0,sad,"{'angry': 3.8, 'happy': 23.1, 'neutral': 23.1, 'surprise': 3.8, 'sad': 46.2}",3.8,0.0,0.0,23.1,23.1,46.2,3.8
eZj5n8ScTkI_seg029,3.0,0.03799,0.00068,0.06859,0.00016,26.0,angry,"{'sad': 23.1, 'neutral': 15.4, 'happy': 15.4, 'angry': 42.3, 'fear': 3.8}",42.3,0.0,3.8,15.4,15.4,23.1,0.0
guXxy8LH2QM_seg000,4.0,0.01134,4e-05,0.02243,1e-05,33.0,neutral,"{'neutral': 57.6, 'happy': 15.2, 'fear': 15.2, 'sad': 9.1, 'angry': 3.0}",3.0,0.0,15.2,15.2,57.6,9.1,0.0
guXxy8LH2QM_seg001,3.0,0.00769,2e-05,0.02564,0.0,31.0,sad,"{'sad': 45.2, 'neutral': 22.6, 'happy': 12.9, 'fear': 19.4}",0.0,0.0,19.4,12.9,22.6,45.2,0.0
guXxy8LH2QM_seg002,2.0,0.00986,4e-05,0.02436,1e-05,31.0,neutral,"{'neutral': 48.4, 'fear': 16.1, 'happy': 19.4, 'angry': 9.7, 'surprise': 6.5}",9.7,0.0,16.1,19.4,48.4,0.0,6.5
guXxy8LH2QM_seg003,3.0,0.01077,5e-05,0.0247,1e-05,32.0,neutral,"{'neutral': 46.9, 'angry': 3.1, 'happy': 12.5, 'fear': 21.9, 'surprise': 3.1, 'sad': 12.5}",3.1,0.0,21.9,12.5,46.9,12.5,3.1
guXxy8LH2QM_seg004,4.0,0.02146,9e-05,0.04363,3e-05,31.0,neutral,"{'happy': 9.7, 'fear': 29.0, 'neutral': 35.5, 'angry': 9.7, 'sad': 16.1}",9.7,0.0,29.0,9.7,35.5,16.1,0.0
guXxy8LH2QM_seg005,3.0,0.00942,4e-05,0.02342,0.0,30.0,neutral,"{'happy': 10.0, 'fear': 30.0, 'neutral': 33.3, 'sad': 23.3, 'angry': 3.3}",3.3,0.0,30.0,10.0,33.3,23.3,0.0
guXxy8LH2QM_seg006,3.0,0.00849,4e-05,0.02376,1e-05,32.0,neutral,"{'happy': 12.5, 'neutral': 46.9, 'surprise': 12.5, 'sad': 6.2, 'fear': 12.5, 'angry': 9.4}",9.4,0.0,12.5,12.5,46.9,6.2,12.5
guXxy8LH2QM_seg007,2.0,0.01182,4e-05,0.02239,1e-05,33.0,neutral,"{'surprise': 12.1, 'angry': 18.2, 'neutral': 45.5, 'fear': 15.2, 'happy': 9.1}",18.2,0.0,15.2,9.1,45.5,0.0,12.1
guXxy8LH2QM_seg008,3.0,0.00724,4e-05,0.02142,1e-05,31.0,neutral,"{'neutral': 58.1, 'sad': 16.1, 'fear': 16.1, 'surprise': 3.2, 'happy': 6.5}",0.0,0.0,16.1,6.5,58.1,16.1,3.2
guXxy8LH2QM_seg009,3.0,0.01024,4e-05,0.02313,0.0,32.0,neutral,"{'neutral': 43.8, 'sad': 9.4, 'angry': 9.4, 'happy': 31.2, 'fear': 3.1, 'surprise': 3.1}",9.4,0.0,3.1,31.2,43.8,9.4,3.1
guXxy8LH2QM_seg010,4.0,0.01162,4e-05,0.02321,1e-05,34.0,neutral,"{'neutral': 61.8, 'sad': 8.8, 'fear': 11.8, 'surprise': 8.8, 'angry': 2.9, 'happy': 5.9}",2.9,0.0,11.8,5.9,61.8,8.8,8.8
hJnEQCMA5Sg_seg002,2.0,0.00923,5e-05,0.03125,4e-05,25.0,neutral,"{'neutral': 56.0, 'fear': 4.0, 'sad': 16.0, 'angry': 12.0, 'happy': 12.0}",12.0,0.0,4.0,12.0,56.0,16.0,0.0
hJnEQCMA5Sg_seg004,3.0,0.00961,6e-05,0.0245,1e-05,26.0,neutral,"{'neutral': 42.3, 'sad': 30.8, 'surprise': 3.8, 'happy': 3.8, 'fear': 19.2}",0.0,0.0,19.2,3.8,42.3,30.8,3.8
hJnEQCMA5Sg_seg005,3.0,0.01164,9e-05,0.03117,3e-05,25.0,neutral,"{'angry': 24.0, 'sad': 24.0, 'neutral': 32.0, 'happy': 8.0, 'fear': 12.0}",24.0,0.0,12.0,8.0,32.0,24.0,0.0
hJnEQCMA5Sg_seg006,2.0,0.01107,6e-05,0.0251,2e-05,25.0,neutral,"{'sad': 36.0, 'fear': 12.0, 'neutral': 40.0, 'angry': 12.0}",12.0,0.0,12.0,0.0,40.0,36.0,0.0
hJnEQCMA5Sg_seg007,2.0,0.00669,2e-05,0.02222,3e-05,26.0,neutral,"{'sad': 42.3, 'fear': 11.5, 'neutral': 46.2}",0.0,0.0,11.5,0.0,46.2,42.3,0.0
hJnEQCMA5Sg_seg010,3.0,0.01079,7e-05,0.03331,4e-05,27.0,sad,"{'sad': 37.0, 'neutral': 29.6, 'happy': 11.1, 'fear': 18.5, 'angry': 3.7}",3.7,0.0,18.5,11.1,29.6,37.0,0.0
hJnEQCMA5Sg_seg011,3.0,0.0109,5e-05,0.03224,4e-05,25.0,fear,"{'neutral': 28.0, 'angry': 8.0, 'sad': 16.0, 'fear': 48.0}",8.0,0.0,48.0,0.0,28.0,16.0,0.0
hJnEQCMA5Sg_seg012,3.0,0.00845,4e-05,0.02915,4e-05,26.0,neutral,"{'sad': 34.6, 'angry': 7.7, 'neutral': 42.3, 'happy': 7.7, 'fear': 7.7}",7.7,0.0,7.7,7.7,42.3,34.6,0.0
hJnEQCMA5Sg_seg013,3.0,0.00879,3e-05,0.02774,6e-05,25.0,sad,"{'happy': 16.0, 'neutral': 12.0, 'sad': 48.0, 'angry': 24.0}",24.0,0.0,0.0,16.0,12.0,48.0,0.0
hJnEQCMA5Sg_seg014,3.0,0.00944,5e-05,0.0311,3e-05,26.0,fear,"{'sad': 15.4, 'neutral': 34.6, 'fear': 42.3, 'happy': 7.7}",0.0,0.0,42.3,7.7,34.6,15.4,0.0
hJnEQCMA5Sg_seg016,2.0,0.0,0.0,0.0,0.0,26.0,neutral,"{'neutral': 69.2, 'fear': 11.5, 'sad': 15.4, 'angry': 3.8}",3.8,0.0,11.5,0.0,69.2,15.4,0.0
hJnEQCMA5Sg_seg017,2.0,0.01057,5e-05,0.02746,6e-05,25.0,fear,"{'fear': 60.0, 'angry': 8.0, 'sad': 24.0, 'neutral': 4.0, 'happy': 4.0}",8.0,0.0,60.0,4.0,4.0,24.0,0.0
hJnEQCMA5Sg_seg019,2.0,0.01032,7e-05,0.03076,6e-05,25.0,sad,"{'happy': 28.0, 'neutral': 32.0, 'sad': 36.0, 'fear': 4.0}",0.0,0.0,4.0,28.0,32.0,36.0,0.0
hJnEQCMA5Sg_seg020,3.0,0.0117,6e-05,0.02959,3e-05,24.0,sad,"{'sad': 33.3, 'fear': 16.7, 'neutral': 29.2, 'happy': 12.5, 'angry': 8.3}",8.3,0.0,16.7,12.5,29.2,33.3,0.0
IcaDZK1Njb0_seg000,3.0,0.007,6e-05,0.01605,1e-05,32.0,sad,"{'neutral': 15.6, 'sad': 65.6, 'fear': 12.5, 'happy': 6.2}",0.0,0.0,12.5,6.2,15.6,65.6,0.0
IcaDZK1Njb0_seg001,2.0,0.01296,0.00011,0.02633,9e-05,34.0,sad,"{'sad': 50.0, 'happy': 5.9, 'fear': 38.2, 'neutral': 5.9}",0.0,0.0,38.2,5.9,5.9,50.0,0.0
IcaDZK1Njb0_seg002,3.0,0.00865,4e-05,0.02036,2e-05,37.0,sad,"{'fear': 24.3, 'sad': 40.5, 'neutral': 35.1}",0.0,0.0,24.3,0.0,35.1,40.5,0.0
IcaDZK1Njb0_seg003,2.0,0.01381,0.00013,0.02823,0.0001,34.0,sad,"{'angry': 5.9, 'sad': 50.0, 'fear': 35.3, 'happy': 2.9, 'neutral': 5.9}",5.9,0.0,35.3,2.9,5.9,50.0,0.0
IcaDZK1Njb0_seg004,1.0,0.01047,8e-05,0.02655,0.00012,31.0,fear,"{'sad': 29.0, 'neutral': 19.4, 'fear': 38.7, 'happy': 6.5, 'angry': 6.5}",6.5,0.0,38.7,6.5,19.4,29.0,0.0
IcaDZK1Njb0_seg005,1.0,0.00916,6e-05,0.02282,3e-05,33.0,sad,"{'fear': 24.2, 'sad': 36.4, 'surprise': 9.1, 'happy': 21.2, 'neutral': 9.1}",0.0,0.0,24.2,21.2,9.1,36.4,9.1
IcaDZK1Njb0_seg006,3.0,0.013,0.00016,0.02506,9e-05,32.0,sad,"{'neutral': 15.6, 'sad': 62.5, 'fear': 15.6, 'happy': 6.2}",0.0,0.0,15.6,6.2,15.6,62.5,0.0
IcaDZK1Njb0_seg007,2.0,0.00938,4e-05,0.01945,1e-05,32.0,sad,"{'sad': 56.2, 'neutral': 12.5, 'fear': 28.1, 'happy': 3.1}",0.0,0.0,28.1,3.1,12.5,56.2,0.0
IcaDZK1Njb0_seg008,3.0,0.01231,0.00014,0.02722,9e-05,31.0,sad,"{'sad': 67.7, 'happy': 16.1, 'neutral': 6.5, 'fear': 9.7}",0.0,0.0,9.7,16.1,6.5,67.7,0.0
IcaDZK1Njb0_seg009,2.0,0.00729,4e-05,0.01881,2e-05,31.0,sad,"{'fear': 32.3, 'neutral': 16.1, 'happy': 9.7, 'sad': 38.7, 'angry': 3.2}",3.2,0.0,32.3,9.7,16.1,38.7,0.0
IcaDZK1Njb0_seg010,2.0,0.01108,0.00013,0.02767,8e-05,33.0,sad,"{'fear': 9.1, 'happy': 18.2, 'neutral': 15.2, 'sad': 57.6}",0.0,0.0,9.1,18.2,15.2,57.6,0.0
IcaDZK1Njb0_seg011,1.0,0.01101,0.00011,0.02723,0.0001,39.0,sad,"{'sad': 59.0, 'happy': 7.7, 'fear': 17.9, 'angry': 2.6, 'neutral': 12.8}",2.6,0.0,17.9,7.7,12.8,59.0,0.0
IcaDZK1Njb0_seg012,2.0,0.00716,5e-05,0.01963,1e-05,39.0,neutral,"{'sad': 35.9, 'fear': 17.9, 'angry': 5.1, 'neutral': 38.5, 'happy': 2.6}",5.1,0.0,17.9,2.6,38.5,35.9,0.0
IcaDZK1Njb0_seg013,2.0,0.00469,3e-05,0.01908,0.0,32.0,sad,"{'sad': 46.9, 'neutral': 28.1, 'fear': 15.6, 'angry': 9.4}",9.4,0.0,15.6,0.0,28.1,46.9,0.0
IcaDZK1Njb0_seg014,2.0,0.00988,6e-05,0.01984,1e-05,32.0,sad,"{'neutral': 15.6, 'sad': 46.9, 'happy': 12.5, 'fear': 25.0}",0.0,0.0,25.0,12.5,15.6,46.9,0.0
IcaDZK1Njb0_seg015,3.0,0.01655,0.00015,0.03138,0.0001,32.0,sad,"{'sad': 59.4, 'happy': 6.2, 'fear': 25.0, 'angry': 3.1, 'neutral': 6.2}",3.1,0.0,25.0,6.2,6.2,59.4,0.0
IcaDZK1Njb0_seg016,3.0,0.01162,0.00011,0.01882,1e-05,32.0,neutral,"{'neutral': 37.5, 'sad': 37.5, 'fear': 9.4, 'happy': 15.6}",0.0,0.0,9.4,15.6,37.5,37.5,0.0
IcaDZK1Njb0_seg018,4.0,0.01103,0.00011,0.02072,1e-05,35.0,sad,"{'sad': 48.6, 'neutral': 28.6, 'fear': 11.4, 'happy': 8.6, 'angry': 2.9}",2.9,0.0,11.4,8.6,28.6,48.6,0.0
IcaDZK1Njb0_seg019,3.0,0.01429,0.00014,0.02656,9e-05,34.0,sad,"{'sad': 73.5, 'fear': 20.6, 'neutral': 2.9, 'happy': 2.9}",0.0,0.0,20.6,2.9,2.9,73.5,0.0
IcaDZK1Njb0_seg020,3.0,0.01132,7e-05,0.02149,2e-05,36.0,sad,"{'sad': 58.3, 'fear': 22.2, 'happy': 11.1, 'neutral': 8.3}",0.0,0.0,22.2,11.1,8.3,58.3,0.0
